Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR,Age_Group,Income_Band,High_CTR_Low_Conversion,High_CTR_High_Conversion
29,Female,85379.24,Urban,Video,Fashion,Website,3,2023-10-04 20:45:56.913437,0.536,0.0399,25–34,Upper-Middle,0,0
12,Female,84785.5,Suburban,Text,Health,Social Media,4,2024-03-22 20:45:56.913437,0.0723,0.0495,18–24,Upper-Middle,0,0
33,Male,42300.43,Urban,Video,Fashion,Website,4,2023-11-06 20:45:56.913437,0.0481,0.0209,25–34,Middle,0,0
5,Female,30707.49,Urban,Text,Health,Search Engine,3,2024-03-20 20:45:56.913437,0.3698,0.0493,18–24,Middle,0,0
50,Male,46637.91,Suburban,Banner,Food,Social Media,3,2023-04-28 20:45:56.913437,0.1193,0.0562,45–54,Middle,1,0
46,Male,53645.42,Suburban,Banner,Fashion,Website,4,2024-04-05 20:45:56.913437,0.4244,0.0607,45–54,Middle,0,1
56,Female,62589.9,Urban,Banner,Travel,Social Media,11,2023-11-26 20:45:56.913437,0.1273,0.069,55–64,Upper-Middle,1,0
26,Female,40785.3,Urban,Video,Finance,Search Engine,3,2024-01-30 20:45:56.913437,0.1002,0.0641,25–34,Middle,1,0
47,Male,41564.75,Suburban,Native,Health,Website,5,2023-10-12 20:45:56.913437,0.1815,0.0718,45–54,Middle,0,1
55,Female,58982.76,Urban,Video,Health,Social Media,6,2023-10-25 20:45:56.913437,0.0389,0.0516,55–64,Middle,1,0
28,Male,10474.35,Urban,Video,Fashion,Website,8,2024-03-03 20:45:56.913437,0.3699,0.0317,25–34,Low,0,0
23,Other,33527.75,Suburban,Video,Travel,Social Media,8,2023-10-06 20:45:56.913437,0.4595,0.0399,18–24,Middle,0,0
55,Male,37790.78,Suburban,Banner,Finance,Website,5,2023-12-22 20:45:56.913437,0.2892,0.0095,55–64,Middle,0,0
37,Female,42649.39,Urban,Video,Fashion,Website,3,2023-11-07 20:45:56.913437,0.0954,0.0249,35–44,Middle,0,0
41,Male,35090.01,Urban,Video,Technology,Website,5,2024-02-03 20:45:56.913437,0.3241,0.0692,35–44,Middle,0,1
33,Male,98146.58,Suburban,Native,Fashion,Search Engine,4,2024-03-21 20:45:56.913437,0.2374,0.0698,25–34,High,0,1
16,Other,72126.75,Rural,Native,Fashion,Social Media,3,2023-08-01 20:45:56.913437,0.1042,0.0208,18–24,Upper-Middle,0,0
51,Male,98216.91,Urban,Native,Technology,Search Engine,5,2023-08-12 20:45:56.913437,0.2687,0.0677,45–54,High,0,1
4,Other,55808.53,Urban,Video,Fashion,Website,3,2024-01-06 20:45:56.913437,0.2462,0.0453,18–24,Middle,0,0
49,Female,49361.46,Urban,Banner,Food,Search Engine,5,2023-11-18 20:45:56.913437,0.1545,0.0535,45–54,Middle,1,0
30,Female,46203.91,Rural,Banner,Health,Website,8,2023-05-13 20:45:56.913437,0.0443,0.0265,25–34,Middle,0,0
32,Female,26790.17,Suburban,Native,Finance,Website,4,2024-01-23 20:45:56.913437,0.072,0.0541,25–34,Low,1,0
27,Male,72086.13,Urban,Video,Fashion,Website,7,2023-11-30 20:45:56.913437,0.1689,0.0266,25–34,Upper-Middle,0,0
42,Female,41554.06,Urban,Text,Food,Website,4,2023-04-22 20:45:56.913437,0.2219,0.005,35–44,Middle,0,0
41,Female,52602.13,Rural,Banner,Finance,Social Media,9,2023-08-20 20:45:56.913437,0.2318,0.0056,35–44,Middle,0,0
59,Male,57918.41,Rural,Video,Food,Search Engine,5,2023-07-11 20:45:56.913437,0.1046,0.0455,55–64,Middle,0,0
32,Female,46764.92,Suburban,Text,Finance,Search Engine,4,2023-10-03 20:45:56.913437,0.2267,0.0325,25–34,Middle,0,0
32,Male,70644.22,Urban,Video,Finance,Search Engine,5,2023-04-26 20:45:56.913437,0.2785,0.0603,25–34,Upper-Middle,0,1
29,Male,15098.26,Urban,Text,Fashion,Search Engine,2,2024-02-04 20:45:56.913437,0.1773,0.0525,25–34,Low,1,0
36,Male,54962.56,Rural,Banner,Fashion,Search Engine,8,2023-09-04 20:45:56.913437,0.3337,0.0633,35–44,Middle,0,1
28,Male,60020.19,Rural,Native,Health,Search Engine,5,2023-09-15 20:45:56.913437,0.3936,0.0412,25–34,Upper-Middle,0,0
52,Male,28207.5,Urban,Text,Finance,Search Engine,3,2024-01-01 20:45:56.913437,0.2776,0.0234,45–54,Low,0,0
55,Male,75836.56,Suburban,Text,Finance,Social Media,6,2024-03-17 20:45:56.913437,0.3498,0.0538,55–64,Upper-Middle,0,1
6,Other,52508.29,Urban,Text,Fashion,Search Engine,6,2024-03-31 20:45:56.913437,0.4669,0.0478,18–24,Middle,0,0
15,Male,31123.59,Rural,Native,Food,Social Media,3,2024-04-19 20:45:56.913437,0.5013,0.0505,18–24,Middle,0,1
19,Female,60395.24,Rural,Text,Travel,Search Engine,6,2023-09-11 20:45:56.913437,0.2166,0.0232,18–24,Upper-Middle,0,0
44,Female,66274.01,Urban,Text,Health,Social Media,6,2023-05-30 20:45:56.913437,0.2523,0.0856,35–44,Upper-Middle,0,1
21,Female,39247.39,Suburban,Video,Food,Search Engine,5,2023-10-19 20:45:56.913437,0.3307,0.0496,18–24,Middle,0,0
43,Male,54934.69,Suburban,Text,Travel,Search Engine,5,2024-02-27 20:45:56.913437,0.3224,0.0528,35–44,Middle,0,1
55,Female,36055.11,Urban,Video,Fashion,Website,5,2023-10-03 20:45:56.913437,0.1112,0.0468,55–64,Middle,0,0
46,Female,68073.76,Rural,Banner,Finance,Search Engine,9,2024-01-03 20:45:56.913437,0.2751,0.0224,45–54,Upper-Middle,0,0
19,Male,15975.01,Urban,Native,Health,Social Media,3,2024-02-01 20:45:56.913437,0.3392,0.037,18–24,Low,0,0
17,Female,52980.35,Urban,Video,Travel,Website,7,2023-10-24 20:45:56.913437,0.1702,0.0502,18–24,Middle,0,0
-5,Male,83029.08,Urban,Native,Fashion,Social Media,2,2023-05-13 20:45:56.913437,0.1678,0.0373,,Upper-Middle,0,0
42,Female,43994.15,Urban,Native,Finance,Social Media,5,2023-12-12 20:45:56.913437,0.2538,0.0594,35–44,Middle,0,1
16,Female,62564.24,Rural,Native,Fashion,Social Media,10,2024-03-01 20:45:56.913437,0.4179,0.036,18–24,Upper-Middle,0,0
35,Male,48420.4,Suburban,Native,Health,Website,3,2023-07-31 20:45:56.913437,0.3111,0.0662,35–44,Middle,0,1
38,Female,38701.39,Urban,Text,Travel,Social Media,5,2023-10-07 20:45:56.913437,0.0031,0.0435,35–44,Middle,0,0
15,Male,72725.37,Rural,Native,Finance,Social Media,7,2023-06-07 20:45:56.913437,0.0948,0.0536,18–24,Upper-Middle,1,0
49,Male,47180.57,Urban,Native,Finance,Social Media,5,2023-11-09 20:45:56.913437,0.5343,0.0662,45–54,Middle,0,1
19,Other,64867.19,Urban,Banner,Health,Website,9,2023-11-25 20:45:56.913437,0.0699,0.0453,18–24,Upper-Middle,0,0
26,Male,40676.55,Rural,Video,Fashion,Website,4,2023-11-26 20:45:56.913437,0.054,0.0555,25–34,Middle,1,0
17,Other,70222.98,Urban,Banner,Food,Social Media,6,2023-12-16 20:45:56.913437,0.1797,0.0607,18–24,Upper-Middle,1,0
35,Male,47370.57,Rural,Video,Technology,Website,8,2023-07-15 20:45:56.913437,0.2098,0.0653,35–44,Middle,0,1
25,Male,44410.55,Urban,Text,Finance,Search Engine,7,2024-03-08 20:45:56.913437,0.327,0.0353,25–34,Middle,0,0
69,Female,38840.89,Suburban,Text,Travel,Social Media,5,2024-02-23 20:45:56.913437,0.2127,0.0427,65+,Middle,0,0
25,Male,-11614.72,Suburban,Text,Finance,Social Media,3,2023-10-07 20:45:56.913437,0.279,0.0323,25–34,,0,0
37,Female,63256.55,Rural,Text,Health,Social Media,6,2024-02-05 20:45:56.913437,0.1355,0.077,35–44,Upper-Middle,1,0
30,Female,40183.72,Urban,Banner,Finance,Social Media,3,2024-01-04 20:45:56.913437,0.1159,0.0104,25–34,Middle,0,0
48,Male,55798.96,Rural,Native,Travel,Website,3,2023-07-04 20:45:56.913437,0.0998,0.0729,45–54,Middle,1,0
35,Male,48086.61,Rural,Video,Finance,Website,4,2023-12-09 20:45:56.913437,0.3258,0.0512,35–44,Middle,0,1
13,Female,58745.11,Suburban,Text,Finance,Social Media,6,2024-03-02 20:45:56.913437,0.075,0.052,18–24,Middle,1,0
37,Female,29123.97,Suburban,Banner,Finance,Social Media,4,2024-01-16 20:45:56.913437,0.1368,0.0495,35–44,Low,0,0
41,Male,47170.64,Suburban,Native,Technology,Search Engine,8,2023-07-04 20:45:56.913437,0.1084,0.0629,35–44,Middle,1,0
15,Male,50886.79,Urban,Banner,Travel,Social Media,7,2023-06-07 20:45:56.913437,0.4274,0.0505,18–24,Middle,0,1
19,Female,48879.56,Suburban,Text,Finance,Search Engine,2,2024-02-18 20:45:56.913437,0.2329,0.0608,18–24,Middle,0,1
25,Female,40881.31,Rural,Video,Food,Social Media,9,2023-08-07 20:45:56.913437,0.3605,0.076,25–34,Middle,0,1
38,Male,11501.18,Suburban,Banner,Food,Search Engine,9,2024-03-14 20:45:56.913437,0.0564,0.0289,35–44,Low,0,0
29,Male,8853.27,Suburban,Banner,Travel,Search Engine,10,2023-07-04 20:45:56.913437,0.0375,0.0496,25–34,Low,0,0
1,Male,49331.61,Rural,Video,Travel,Social Media,5,2023-07-23 20:45:56.913437,0.1655,0.054,18–24,Middle,1,0
23,Female,51861.21,Urban,Banner,Food,Search Engine,3,2023-05-22 20:45:56.913437,0.3898,0.0766,18–24,Middle,0,1
52,Male,77083.63,Suburban,Video,Fashion,Search Engine,4,2023-06-27 20:45:56.913437,0.1048,0.0363,45–54,Upper-Middle,0,0
44,Female,49735.59,Suburban,Banner,Travel,Social Media,6,2023-11-04 20:45:56.913437,0.1614,0.0742,35–44,Middle,1,0
44,Female,52088.61,Urban,Text,Technology,Social Media,4,2023-12-31 20:45:56.913437,0.316,0.0562,35–44,Middle,0,1
34,Other,55463.41,Urban,Banner,Health,Social Media,6,2023-09-19 20:45:56.913437,0.2,0.0435,25–34,Middle,0,0
67,Female,28665.43,Urban,Banner,Technology,Website,6,2023-09-09 20:45:56.913437,0.0745,0.0449,65+,Low,0,0
33,Female,22787.63,Urban,Video,Health,Search Engine,9,2024-01-04 20:45:56.913437,0.0569,0.0471,25–34,Low,0,0
31,Male,42430.91,Rural,Banner,Health,Social Media,8,2023-12-31 20:45:56.913437,0.4982,0.0717,25–34,Middle,0,1
27,Male,79811.28,Rural,Video,Finance,Search Engine,6,2024-01-08 20:45:56.913437,0.0894,0.0797,25–34,Upper-Middle,1,0
29,Female,76859.2,Suburban,Banner,Food,Social Media,3,2023-12-19 20:45:56.913437,0.1704,0.0451,25–34,Upper-Middle,0,0
46,Male,34381.45,Rural,Text,Food,Search Engine,6,2023-06-15 20:45:56.913437,0.066,0.0527,45–54,Middle,1,0
3,Female,43750.83,Rural,Banner,Finance,Website,8,2023-04-22 20:45:56.913437,0.3046,0.0349,18–24,Middle,0,0
17,Female,53206.08,Rural,Text,Finance,Social Media,6,2024-01-12 20:45:56.913437,0.1255,0.0559,18–24,Middle,1,0
56,Female,64326.74,Urban,Video,Food,Website,10,2023-12-30 20:45:56.913437,0.2507,0.0637,55–64,Upper-Middle,0,1
23,Male,39443.34,Rural,Video,Technology,Social Media,3,2024-03-31 20:45:56.913437,0.1924,0.073,18–24,Middle,0,1
18,Male,32764.68,Urban,Text,Fashion,Social Media,4,2023-12-03 20:45:56.913437,0.1492,0.0511,18–24,Middle,1,0
32,Male,51414.61,Rural,Native,Finance,Website,4,2023-07-29 20:45:56.913437,0.0436,0.0425,25–34,Middle,0,0
23,Other,60156.52,Rural,Text,Technology,Search Engine,4,2023-10-15 20:45:56.913437,0.1943,0.0412,18–24,Upper-Middle,0,0
39,Female,60686.94,Rural,Video,Fashion,Website,2,2023-11-21 20:45:56.913437,0.2659,0.0376,35–44,Upper-Middle,0,0
17,Female,105841.04,Urban,Video,Travel,Website,4,2024-02-20 20:45:56.913437,0.1041,0.0284,18–24,High,0,0
57,Female,72160.86,Rural,Text,Travel,Website,3,2023-07-21 20:45:56.913437,0.064,0.0697,55–64,Upper-Middle,1,0
15,Male,62544.67,Urban,Video,Travel,Social Media,3,2023-07-18 20:45:56.913437,0.1295,0.0514,18–24,Upper-Middle,1,0
33,Other,44517.35,Rural,Native,Fashion,Social Media,5,2024-02-23 20:45:56.913437,0.0194,0.0479,25–34,Middle,0,0
35,Male,61439.63,Rural,Video,Fashion,Website,5,2024-03-23 20:45:56.913437,0.296,0.0252,35–44,Upper-Middle,0,0
38,Male,65100.55,Rural,Native,Finance,Website,3,2024-04-12 20:45:56.913437,0.0269,0.0445,35–44,Upper-Middle,0,0
34,Male,67886.29,Suburban,Banner,Finance,Website,0,2024-02-11 20:45:56.913437,0.223,0.0569,25–34,Upper-Middle,0,1
34,Other,52458.35,Suburban,Banner,Travel,Website,3,2023-06-14 20:45:56.913437,0.2694,0.0618,25–34,Middle,0,1
33,Male,36469.78,Suburban,Banner,Fashion,Website,9,2024-01-18 20:45:56.913437,0.3752,0.0405,25–34,Middle,0,0
54,Female,80508.22,Suburban,Banner,Food,Social Media,2,2024-01-27 20:45:56.913437,0.2977,0.0634,45–54,Upper-Middle,0,1
33,Female,97873.64,Suburban,Banner,Travel,Website,7,2024-03-11 20:45:56.913437,0.135,0.0376,25–34,High,0,0
49,Male,66473.86,Rural,Native,Travel,Website,2,2024-02-18 20:45:56.913437,0.1665,0.0408,45–54,Upper-Middle,0,0
24,Female,46682.05,Suburban,Video,Food,Website,4,2023-09-22 20:45:56.913437,0.2476,0.0652,18–24,Middle,0,1
34,Male,38858.92,Rural,Text,Technology,Social Media,3,2023-08-03 20:45:56.913437,0.1858,0.0255,25–34,Middle,0,0
33,Male,52894.6,Rural,Banner,Finance,Website,5,2023-08-31 20:45:56.913437,0.3213,0.0357,25–34,Middle,0,0
50,Other,49763.03,Urban,Text,Health,Website,5,2023-09-18 20:45:56.913437,0.1442,0.0561,45–54,Middle,1,0
26,Female,54742.97,Suburban,Native,Technology,Social Media,6,2023-05-01 20:45:56.913437,0.146,0.0493,25–34,Middle,0,0
24,Female,55215.05,Rural,Banner,Food,Search Engine,5,2023-05-19 20:45:56.913437,0.0578,0.0599,18–24,Middle,1,0
32,Female,43253.64,Suburban,Banner,Finance,Social Media,6,2023-07-13 20:45:56.913437,0.2094,0.0395,25–34,Middle,0,0
34,Female,50669.11,Urban,Native,Technology,Search Engine,4,2024-03-21 20:45:56.913437,0.4255,0.0546,25–34,Middle,0,1
3,Female,58449.72,Urban,Video,Finance,Website,8,2023-12-03 20:45:56.913437,0.2207,0.0653,18–24,Middle,0,1
22,Male,97158.6,Urban,Banner,Finance,Search Engine,5,2023-06-25 20:45:56.913437,0.148,0.0058,18–24,High,0,0
51,Male,45182.41,Urban,Video,Health,Social Media,4,2023-05-29 20:45:56.913437,0.3125,0.0408,45–54,Middle,0,0
31,Female,10494.68,Suburban,Native,Fashion,Social Media,6,2023-08-21 20:45:56.913437,0.1147,0.041,25–34,Low,0,0
31,Male,29271.46,Suburban,Native,Food,Social Media,4,2023-07-14 20:45:56.913437,0.0565,0.0525,25–34,Low,1,0
43,Male,126635.8,Urban,Video,Fashion,Social Media,3,2023-06-05 20:45:56.913437,0.1829,0.0583,35–44,High,0,1
43,Male,31598.19,Suburban,Native,Travel,Search Engine,6,2024-04-12 20:45:56.913437,0.1606,0.0653,35–44,Middle,1,0
61,Male,36641.3,Urban,Text,Fashion,Search Engine,4,2024-02-07 20:45:56.913437,0.2539,0.0468,55–64,Middle,0,0
44,Female,16412.12,Rural,Banner,Travel,Social Media,9,2023-10-31 20:45:56.913437,0.2983,0.0229,35–44,Low,0,0
28,Female,73701.51,Suburban,Text,Fashion,Social Media,5,2024-01-13 20:45:56.913437,0.0253,0.0676,25–34,Upper-Middle,1,0
35,Male,50124.76,Suburban,Banner,Health,Social Media,6,2024-02-20 20:45:56.913437,0.0199,0.0568,35–44,Middle,1,0
46,Female,68569.14,Rural,Native,Technology,Search Engine,5,2023-09-02 20:45:56.913437,0.1686,0.0436,45–54,Upper-Middle,0,0
49,Other,46907.93,Rural,Native,Food,Social Media,4,2023-06-05 20:45:56.913437,0.105,0.0455,45–54,Middle,0,0
21,Male,33868.85,Suburban,Text,Technology,Website,6,2023-11-20 20:45:56.913437,0.2706,0.044,18–24,Middle,0,0
45,Male,42252.26,Suburban,Banner,Travel,Search Engine,8,2023-11-05 20:45:56.913437,0.0242,0.0743,45–54,Middle,1,0
61,Female,62848.61,Suburban,Video,Finance,Search Engine,9,2023-11-12 20:45:56.913437,0.252,0.0388,55–64,Upper-Middle,0,0
32,Male,54136.4,Urban,Text,Technology,Website,9,2024-02-22 20:45:56.913437,0.3525,0.0606,25–34,Middle,0,1
35,Male,53075.48,Urban,Banner,Finance,Search Engine,5,2023-08-11 20:45:56.913437,0.4719,0.0614,35–44,Middle,0,1
21,Female,8632.51,Urban,Video,Health,Search Engine,11,2023-11-26 20:45:56.913437,0.1859,0.0322,18–24,Low,0,0
19,Female,14411.37,Urban,Text,Travel,Search Engine,8,2024-02-05 20:45:56.913437,0.1531,0.0297,18–24,Low,0,0
35,Female,31843.31,Suburban,Banner,Finance,Website,3,2023-11-13 20:45:56.913437,0.2966,0.0498,35–44,Middle,0,0
46,Female,56553.44,Urban,Video,Health,Search Engine,6,2024-01-11 20:45:56.913437,0.1915,0.0654,45–54,Middle,0,1
30,Male,50635.02,Suburban,Text,Food,Social Media,8,2024-04-08 20:45:56.913437,0.026,0.0328,25–34,Middle,0,0
51,Female,31674.56,Suburban,Native,Travel,Social Media,4,2023-09-23 20:45:56.913437,0.1715,0.0714,45–54,Middle,1,0
48,Male,31235.0,Urban,Video,Travel,Social Media,4,2024-01-23 20:45:56.913437,0.1398,0.0727,45–54,Middle,1,0
29,Male,67183.76,Suburban,Video,Finance,Social Media,4,2023-08-28 20:45:56.913437,0.1298,0.0254,25–34,Upper-Middle,0,0
45,Female,50411.95,Urban,Native,Finance,Website,6,2023-09-28 20:45:56.913437,0.1507,0.0335,45–54,Middle,0,0
33,Female,56321.97,Suburban,Video,Food,Search Engine,4,2024-01-24 20:45:56.913437,0.1414,0.0636,25–34,Middle,1,0
36,Male,59582.21,Rural,Text,Food,Social Media,9,2024-02-11 20:45:56.913437,0.0627,0.0518,35–44,Middle,1,0
51,Male,97171.95,Suburban,Banner,Finance,Search Engine,3,2023-06-07 20:45:56.913437,0.2518,0.0728,45–54,High,0,1
71,Male,74532.98,Suburban,Text,Technology,Social Media,9,2023-07-25 20:45:56.913437,0.4882,0.0722,65+,Upper-Middle,0,1
14,Female,51350.04,Rural,Text,Travel,Social Media,7,2024-02-03 20:45:56.913437,0.071,0.0661,18–24,Middle,1,0
30,Male,48587.53,Urban,Native,Fashion,Social Media,5,2024-01-30 20:45:56.913437,0.1321,0.0326,25–34,Middle,0,0
52,Female,52665.0,Urban,Native,Health,Website,5,2024-04-05 20:45:56.913437,0.2327,0.0747,45–54,Middle,0,1
31,Male,25749.86,Rural,Native,Travel,Social Media,6,2023-10-30 20:45:56.913437,0.116,0.047,25–34,Low,0,0
28,Female,68730.9,Rural,Video,Food,Social Media,2,2023-12-29 20:45:56.913437,0.1948,0.0653,25–34,Upper-Middle,0,1
60,Female,52275.75,Rural,Banner,Finance,Search Engine,3,2023-06-30 20:45:56.913437,0.1305,0.0289,55–64,Middle,0,0
34,Male,54242.37,Rural,Banner,Food,Website,1,2023-12-08 20:45:56.913437,0.1081,0.0583,25–34,Middle,1,0
46,Other,68374.4,Suburban,Video,Food,Website,4,2024-02-26 20:45:56.913437,0.0255,0.0706,45–54,Upper-Middle,1,0
30,Female,31578.79,Rural,Native,Travel,Social Media,4,2023-06-30 20:45:56.913437,0.2146,0.0397,25–34,Middle,0,0
11,Female,22763.63,Suburban,Banner,Technology,Search Engine,3,2023-06-25 20:45:56.913437,0.1889,0.0393,18–24,Low,0,0
27,Male,33627.39,Urban,Text,Food,Social Media,7,2024-02-18 20:45:56.913437,0.2207,0.0279,25–34,Middle,0,0
45,Male,55063.35,Urban,Text,Fashion,Social Media,4,2023-08-11 20:45:56.913437,0.3287,0.07,45–54,Middle,0,1
37,Male,70139.53,Rural,Text,Health,Website,7,2024-04-04 20:45:56.913437,0.1554,0.0628,35–44,Upper-Middle,1,0
23,Other,66866.87,Suburban,Native,Technology,Search Engine,3,2023-04-28 20:45:56.913437,0.0936,0.0795,18–24,Upper-Middle,1,0
65,Male,73958.34,Urban,Text,Food,Search Engine,2,2023-12-23 20:45:56.913437,0.458,0.0622,65+,Upper-Middle,0,1
36,Female,38893.3,Urban,Native,Food,Search Engine,4,2023-05-10 20:45:56.913437,0.4659,0.0472,35–44,Middle,0,0
20,Male,71545.69,Urban,Video,Food,Social Media,3,2023-07-19 20:45:56.913437,0.2224,0.0816,18–24,Upper-Middle,0,1
54,Male,56487.94,Urban,Video,Technology,Website,2,2024-02-01 20:45:56.913437,0.3486,0.053,45–54,Middle,0,1
48,Female,78019.39,Suburban,Text,Finance,Search Engine,8,2024-02-29 20:45:56.913437,0.2645,0.0424,45–54,Upper-Middle,0,0
26,Male,35575.71,Urban,Text,Food,Social Media,2,2023-08-11 20:45:56.913437,0.2987,0.0783,25–34,Middle,0,1
44,Male,54329.95,Rural,Native,Fashion,Website,5,2024-03-20 20:45:56.913437,0.1212,0.044,35–44,Middle,0,0
46,Other,53270.84,Urban,Banner,Travel,Social Media,8,2024-03-20 20:45:56.913437,0.2873,0.0814,45–54,Middle,0,1
41,Female,40242.68,Rural,Video,Travel,Search Engine,5,2023-11-02 20:45:56.913437,0.0577,0.071,35–44,Middle,1,0
36,Male,54033.26,Urban,Video,Travel,Social Media,4,2023-12-25 20:45:56.913437,0.1101,0.0399,35–44,Middle,0,0
8,Male,63409.72,Rural,Video,Finance,Website,7,2023-10-28 20:45:56.913437,0.3105,0.0627,18–24,Upper-Middle,0,1
30,Male,52687.31,Urban,Banner,Finance,Website,6,2023-11-11 20:45:56.913437,0.1558,0.0584,25–34,Middle,1,0
34,Female,68775.89,Suburban,Video,Fashion,Website,5,2024-02-06 20:45:56.913437,0.4762,0.032,25–34,Upper-Middle,0,0
26,Female,50989.66,Rural,Banner,Technology,Website,3,2023-07-29 20:45:56.913437,0.142,0.0681,25–34,Middle,1,0
29,Female,47922.47,Suburban,Native,Technology,Search Engine,9,2023-05-09 20:45:56.913437,0.0993,0.0355,25–34,Middle,0,0
45,Male,78413.4,Urban,Video,Health,Social Media,2,2023-08-28 20:45:56.913437,0.0934,0.0603,45–54,Upper-Middle,1,0
27,Male,53164.32,Rural,Native,Finance,Search Engine,3,2023-05-05 20:45:56.913437,0.3459,0.0292,25–34,Middle,0,0
9,Other,16454.35,Rural,Native,Fashion,Search Engine,4,2023-08-24 20:45:56.913437,0.2825,0.0868,18–24,Low,0,1
25,Female,90267.7,Urban,Native,Technology,Website,7,2024-03-08 20:45:56.914447,0.1911,0.0534,25–34,High,0,1
26,Female,52812.5,Rural,Banner,Fashion,Social Media,3,2023-08-13 20:45:56.914447,0.2525,0.0509,25–34,Middle,0,1
32,Male,41281.92,Rural,Text,Health,Search Engine,7,2023-06-03 20:45:56.914447,0.3636,0.0509,25–34,Middle,0,1
16,Male,89918.36,Suburban,Native,Food,Social Media,7,2023-07-09 20:45:56.914447,0.4276,0.0985,18–24,Upper-Middle,0,1
30,Female,50485.71,Rural,Banner,Fashion,Social Media,6,2023-06-12 20:45:56.914447,0.2555,0.0512,25–34,Middle,0,1
21,Male,30346.22,Suburban,Native,Food,Search Engine,6,2023-08-17 20:45:56.914447,0.0777,0.0726,18–24,Middle,1,0
46,Other,33005.86,Suburban,Text,Technology,Search Engine,7,2023-06-24 20:45:56.914447,0.1561,0.0701,45–54,Middle,1,0
32,Female,69476.53,Suburban,Text,Technology,Social Media,7,2024-02-26 20:45:56.914447,0.2608,0.0078,25–34,Upper-Middle,0,0
43,Female,31751.61,Suburban,Text,Fashion,Search Engine,4,2023-07-30 20:45:56.914447,0.1419,0.0317,35–44,Middle,0,0
39,Female,80621.52,Suburban,Video,Travel,Social Media,6,2023-07-30 20:45:56.914447,0.1494,0.0124,35–44,Upper-Middle,0,0
15,Male,73815.8,Suburban,Banner,Food,Social Media,2,2023-07-11 20:45:56.914447,0.4145,0.0627,18–24,Upper-Middle,0,1
34,Male,67637.5,Suburban,Video,Technology,Search Engine,9,2023-10-29 20:45:56.914447,0.1846,0.044,25–34,Upper-Middle,0,0
60,Male,44975.46,Suburban,Text,Technology,Search Engine,4,2023-09-29 20:45:56.914447,0.3392,0.0777,55–64,Middle,0,1
10,Other,41997.13,Urban,Video,Travel,Social Media,8,2023-11-12 20:45:56.914447,0.2257,0.0668,18–24,Middle,0,1
49,Male,17715.9,Rural,Native,Travel,Search Engine,4,2024-01-28 20:45:56.914447,0.1013,0.0219,45–54,Low,0,0
36,Female,64323.45,Suburban,Video,Health,Website,3,2024-01-08 20:45:56.914447,0.1619,0.0406,35–44,Upper-Middle,0,0
12,Male,52199.34,Suburban,Text,Technology,Website,4,2023-10-13 20:45:56.914447,0.3802,0.0538,18–24,Middle,0,1
43,Other,34624.72,Suburban,Video,Health,Social Media,5,2023-08-18 20:45:56.914447,0.1411,0.0349,35–44,Middle,0,0
50,Female,52921.71,Rural,Banner,Health,Website,7,2023-08-22 20:45:56.914447,0.3313,0.0479,45–54,Middle,0,0
34,Female,24812.43,Rural,Video,Food,Website,3,2023-09-26 20:45:56.914447,0.1644,0.0834,25–34,Low,1,0
39,Male,26845.09,Suburban,Video,Food,Website,5,2023-07-20 20:45:56.914447,0.1467,0.0746,35–44,Low,1,0
62,Male,32521.0,Suburban,Video,Technology,Social Media,0,2023-10-07 20:45:56.914447,0.344,0.0358,55–64,Middle,0,0
25,Male,46035.36,Urban,Native,Health,Search Engine,4,2023-08-10 20:45:56.914447,0.0776,0.0234,25–34,Middle,0,0
62,Male,41852.26,Suburban,Text,Health,Website,6,2023-08-31 20:45:56.914447,0.0141,0.0362,55–64,Middle,0,0
59,Male,23957.66,Suburban,Text,Finance,Search Engine,3,2023-11-21 20:45:56.914447,0.2518,0.0573,55–64,Low,0,1
15,Male,47727.94,Suburban,Native,Fashion,Search Engine,9,2023-11-24 20:45:56.914447,0.3523,0.0473,18–24,Middle,0,0
36,Other,18185.91,Urban,Video,Fashion,Search Engine,2,2023-05-18 20:45:56.914447,0.1156,0.038,35–44,Low,0,0
36,Female,27142.44,Suburban,Banner,Health,Search Engine,5,2023-11-25 20:45:56.914447,0.0761,0.0798,35–44,Low,1,0
54,Female,52426.91,Suburban,Banner,Health,Search Engine,6,2023-09-21 20:45:56.914447,0.131,0.0242,45–54,Middle,0,0
52,Male,56184.07,Suburban,Banner,Technology,Website,9,2023-04-28 20:45:56.914447,0.0931,0.0283,45–54,Middle,0,0
57,Male,50668.05,Urban,Video,Travel,Social Media,8,2024-03-29 20:45:56.914447,0.3369,0.0524,55–64,Middle,0,1
10,Male,1598.76,Suburban,Text,Food,Search Engine,5,2023-08-08 20:45:56.914447,0.3654,0.022,18–24,Low,0,0
55,Male,116476.07,Rural,Native,Food,Website,4,2024-02-11 20:45:56.914447,0.0986,0.0454,55–64,High,0,0
43,Female,73758.57,Rural,Native,Food,Website,8,2024-01-16 20:45:56.914447,0.1678,0.0365,35–44,Upper-Middle,0,0
7,Male,88860.24,Suburban,Text,Finance,Social Media,6,2024-03-11 20:45:56.914447,0.0715,0.0767,18–24,Upper-Middle,1,0
54,Female,55985.48,Suburban,Banner,Food,Website,0,2024-04-04 20:45:56.914447,0.0279,0.0001,45–54,Middle,0,0
